♣7♠Q♠3♠4♣4|Pair
♣7♠Q♠9♠4♣4|Pair
♣7♠3♠9♠4♣4|Pair
♠Q♠3♠9♠4♣4|Pair
♣7♠Q♠4♣8♣4|Pair
♣7♠3♠4♣8♣4|Pair
♠Q♠3♠4♣8♣4|Pair
♣7♠9♠4♣8♣4|Pair
♠Q♠9♠4♣8♣4|Pair
♠3♠9♠4♣8♣4|Pair
♣7♠Q♠4♣4♠0|Pair
♣7♠3♠4♣4♠0|Pair
♠Q♠3♠4♣4♠0|Pair
♣7♠9♠4♣4♠0|Pair
♠Q♠9♠4♣4♠0|Pair
♠3♠9♠4♣4♠0|Pair
♣7♠4♣8♣4♠0|Pair
♠Q♠4♣8♣4♠0|Pair
♠3♠4♣8♣4♠0|Pair
♠9♠4♣8♣4♠0|Pair
♣7♠Q♠4♣4♦6|Pair
♣7♠3♠4♣4♦6|Pair
♠Q♠3♠4♣4♦6|Pair
♣7♠9♠4♣4♦6|Pair
♠Q♠9♠4♣4♦6|Pair
♠3♠9♠4♣4♦6|Pair
♣7♠4♣8♣4♦6|Pair
♠Q♠4♣8♣4♦6|Pair
♠3♠4♣8♣4♦6|Pair
♠9♠4♣8♣4♦6|Pair
♣7♠4♣4♠0♦6|Pair
♠Q♠4♣4♠0♦6|Pair
♠3♠4♣4♠0♦6|Pair
♠9♠4♣4♠0♦6|Pair
♠4♣8♣4♠0♦6|Pair
